Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/India/DL-MAMC-LNHD10/2023	EPI_ISL_16701375	GISAID	 	XBB.1.5	Complete	29859	Low	1742/0/NA/NA/NA	Homo sapiens	2023-01-13	India / Delhi		2023-01-27		2023-01-31 03:30:47	2023-01-31 03:30:47
hCoV-19/India/DL-MAMC-LNHD16/2023	EPI_ISL_16701381	GISAID	 	BA.2.10.1	Complete	29859	Low	944/0/NA/NA/NA	Homo sapiens	2023-01-15	India / Delhi		2023-01-27		2023-01-31 03:30:47	2023-01-31 03:30:47
hCoV-19/India/DL-MAMC-LNHD13/2023	EPI_ISL_16701378	GISAID	 	BA.2.10.1	Partial	28792	Low	2656/0/NA/NA/NA	Homo sapiens	2023-01-14	India / Delhi		2023-01-27		2023-01-31 03:30:47	2023-01-31 03:30:47
hCoV-19/India/DL-MAMC-LNHD11/2023	EPI_ISL_16701376	GISAID	 	BQ.1.1.5	Complete	29859	Low	1829/0/NA/NA/NA	Homo sapiens	2023-01-13	India / Delhi		2023-01-27		2023-01-31 03:30:47	2023-01-31 03:30:47
hCoV-19/India/DL-MAMC-LNHD12/2023	EPI_ISL_16701377	GISAID	 	XBB.1	Complete	29853	Low	2609/0/NA/NA/NA	Homo sapiens	2023-01-14	India / Delhi		2023-01-27		2023-01-31 03:30:47	2023-01-31 03:30:47
hCoV-19/India/DL-MAMC-LNHD14/2023	EPI_ISL_16701379	GISAID	 	XBB.1.9	Complete	29861	Low	421/0/NA/NA/NA	Homo sapiens	2023-01-14	India / Delhi		2023-01-27		2023-01-31 03:30:47	2023-01-31 03:30:47
hCoV-19/India/DL-MAMC-LNHD15/2023	EPI_ISL_16701380	GISAID	 	BA.2.10.1	Partial	28958	Low	3554/0/NA/NA/NA	Homo sapiens	2023-01-14	India / Delhi		2023-01-27		2023-01-31 03:30:47	2023-01-31 03:30:47
hCoV-19/India/DL-MAMC-LNHD17/2023	EPI_ISL_16701382	GISAID	 	XBB	Partial	29153	Low	1179/0/NA/NA/NA	Homo sapiens	2023-01-15	India / Delhi		2023-01-27		2023-01-31 03:30:47	2023-01-31 03:30:47
hCoV-19/India/DL-MAMC-LNHD18/2023	EPI_ISL_16701383	GISAID	 	BA.2.10.1	Partial	29862	Low	4435/0/NA/NA/NA	Homo sapiens	2023-01-15	India / Delhi		2023-01-27		2023-01-31 03:30:47	2023-01-31 03:30:47
hCoV-19/India/KA-BMCRI-1188/2023	EPI_ISL_16737060	GISAID	 	XBB.2	Complete	29726	Low	506/0/NA/NA/NA	Homo sapiens	2023-01-04	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1189/2023	EPI_ISL_16737040	GISAID	 	XBB.1	Complete	29711	Low	389/0/NA/NA/NA	Homo sapiens	2023-01-06	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1135/2023	EPI_ISL_16737050	GISAID	 	XBB.1	Complete	29726	Low	266/0/NA/NA/NA	Homo sapiens	2023-01-11	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1145/2023	EPI_ISL_16737230	GISAID	 	XBB.3	Complete	29726	Low	320/0/NA/NA/NA	Homo sapiens	2023-01-12	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1142/2023	EPI_ISL_16737137	GISAID	 	XBB.2	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-12	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1178/2023	EPI_ISL_16737229	GISAID	 	XBB.1	Complete	29726	Low	134/0/NA/NA/NA	Homo sapiens	2023-01-10	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1182/2023	EPI_ISL_16737136	GISAID	 	XBB.3	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1140/2023	EPI_ISL_16737125	GISAID	 	XBB.2	Complete	29726	Low	211/0/NA/NA/NA	Homo sapiens	2023-01-07	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1143/2023	EPI_ISL_16737140	GISAID	 	XBB.2	Complete	29726	Low	449/0/NA/NA/NA	Homo sapiens	2023-01-12	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1180/2023	EPI_ISL_16737139	GISAID	 	BQ.1.1	Complete	29714	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1139/2023	EPI_ISL_16737106	GISAID	 	XBB.2	Complete	29726	Low	371/0/NA/NA/NA	Homo sapiens	2023-01-07	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1181/2023	EPI_ISL_16737138	GISAID	 	XBB.3	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1144/2023	EPI_ISL_16737176	GISAID	 	XBB	Complete	29726	Low	210/0/NA/NA/NA	Homo sapiens	2023-01-12	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1141/2023	EPI_ISL_16737135	GISAID	 	XBB.1	Complete	29726	Low	1007/0/NA/NA/NA	Homo sapiens	2023-01-11	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1179/2023	EPI_ISL_16737168	GISAID	 	BQ.1.1	Complete	29723	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1148/2023	EPI_ISL_16737816	GISAID	 	XBB.2	Complete	29726	Low	249/0/NA/NA/NA	Homo sapiens	2023-01-09	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1151/2023	EPI_ISL_16737903	GISAID	 	XBB.2	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-06	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1150/2023	EPI_ISL_16737819	GISAID	 	XBB.1	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-02	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1154/2023	EPI_ISL_16737910	GISAID	 	XBB.2	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-04	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1177/2023	EPI_ISL_16737817	GISAID	 	XBB.2	Complete	29726	Low	17/0/NA/NA/NA	Homo sapiens	2023-01-06	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1155/2023	EPI_ISL_16737912	GISAID	 	CM.12	Complete	29729	Low	22/0/NA/NA/NA	Homo sapiens	2023-01-10	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1176/2023	EPI_ISL_16737820	GISAID	 	XBB.2	Complete	29726	Low	770/0/NA/NA/NA	Homo sapiens	2023-01-05	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1153/2023	EPI_ISL_16737907	GISAID	 	XBB.2	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-04	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1149/2023	EPI_ISL_16737818	GISAID	 	XBB.2	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-09	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1157/2023	EPI_ISL_16738015	GISAID	 	XBB.2	Complete	29726	Low	733/0/NA/NA/NA	Homo sapiens	2023-01-17	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1156/2023	EPI_ISL_16737958	GISAID	 	XBB.1	Complete	29726	Low	1079/0/NA/NA/NA	Homo sapiens	2023-01-15	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1171/2023	EPI_ISL_16737956	GISAID	 	XBB.1.4	Complete	29726	Low	860/0/NA/NA/NA	Homo sapiens	2023-01-04	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1152/2023	EPI_ISL_16737905	GISAID	 	XBB.2	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-16	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/KA-BMCRI-1169/2023	EPI_ISL_16737957	GISAID	 	XBB.2	Complete	29717	Low	166/0/NA/NA/NA	Homo sapiens	2023-01-03	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1172/2023	EPI_ISL_16737911	GISAID	 	XBB.1	Complete	29726	Low	162/0/NA/NA/NA	Homo sapiens	2023-01-08	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/KA-BMCRI-1147/2023	EPI_ISL_16737791	GISAID	 	XBB.2	Complete	29726	Low	40/0/NA/NA/NA	Homo sapiens	2023-01-06	India / Karnataka		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/TG-CDFD-MMG-527/2023	EPI_ISL_16743072	GISAID	 	XBB.1.9.1	Complete	29649	High	0/0/-/-/-	Homo sapiens	2023-01-16	India / Telangana / HYDERABAD		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/TG-CDFD-MMG-529/2023	EPI_ISL_16743073	GISAID	 	XBB.1.9.1	Complete	29649	High	0/0/-/-/-	Homo sapiens	2023-01-16	India / Telangana / HYDERABAD		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/TG-CDFD-MMG-523/2023	EPI_ISL_16743069	GISAID	 	XBB.1	Complete	29649	High	4/0/-/-/-	Homo sapiens	2023-01-13	India / Telangana / HYDERABAD		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/TG-CDFD-MMG-524/2023	EPI_ISL_16743070	GISAID	 	XBB.1.9.1	Complete	29653	High	0/0/-/-/-	Homo sapiens	2023-01-13	India / Telangana / HYDERABAD		2023-01-31		2023-02-04 00:55:14	2023-02-04 01:06:09
hCoV-19/India/TG-CDFD-MMG-525/2023	EPI_ISL_16743071	GISAID	 	XBB.1.5	Complete	29463	Low	1762/0/NA/NA/NA	Homo sapiens	2023-01-14	India / Telangana / HYDERABAD		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/GJ-INSACOG-GBRC10223/2023	EPI_ISL_16743864	GISAID	 	BQ.1.1.22	Complete	29793	Low	36/0/NA/NA/NA	Homo sapiens	2023-01-18	India / Gujarat / Ahmedabad		2023-01-31		2023-02-04 00:55:14	2023-02-04 00:55:14
hCoV-19/India/GJ-INSACOG-GBRC10219/2023	EPI_ISL_16743860	GISAID	 	XBB.1	Partial	29464	Low	5768/0/NA/NA/NA	Homo sapiens	2023-01-17	India / Gujarat / Vadodara		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10218/2023	EPI_ISL_16743859	GISAID	 	XBB.1	Partial	29445	Low	6540/0/NA/NA/NA	Homo sapiens	2023-01-18	India / Gujarat / Ahmedabad		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10217/2023	EPI_ISL_16743858	GISAID	 	XBB.1.5	Complete	29798	Low	140/0/NA/NA/NA	Homo sapiens	2023-01-12	India / Gujarat / Vadodara		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10216/2023	EPI_ISL_16743857	GISAID	 	XBB.1.5	Complete	29727	Low	941/0/NA/NA/NA	Homo sapiens	2023-01-16	India / Gujarat / Vadodara		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/RJ-INSACOG-GBRC10229/2023	EPI_ISL_16743870	GISAID	 	XBB.1.5	Complete	29783	Low	30/0/NA/NA/NA	Homo sapiens	2023-01-24	India / Rajasthan / Jodhpur		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10228/2023	EPI_ISL_16743869	GISAID	 	XBB.1.5	Partial	29510	Low	1310/0/NA/NA/NA	Homo sapiens	2023-01-24	India / Gujarat / Vadodara		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10222/2023	EPI_ISL_16743863	GISAID	 	BQ.1.1	Partial	29531	Low	755/0/NA/NA/NA	Homo sapiens	2023-01-18	India / Gujarat / Ahmedabad		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10227/2023	EPI_ISL_16743868	GISAID	 	XBB.2	Partial	29485	Low	8410/0/NA/NA/NA	Homo sapiens	2023-01-20	India / Gujarat / Banaskantha		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10220/2023	EPI_ISL_16743861	GISAID	 	XBB.2	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-01-18	India / Gujarat / Vadodara		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10225/2023	EPI_ISL_16743866	GISAID	 	XBB.1	Partial	29189	Low	5730/0/NA/NA/NA	Homo sapiens	2023-01-18	India / Gujarat / Ahmedabad		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10221/2023	EPI_ISL_16743862	GISAID	 	XBB.1.5	Partial	29466	Low	1769/0/NA/NA/NA	Homo sapiens	2023-01-23	India / Gujarat / Ahmedabad		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10226/2023	EPI_ISL_16743867	GISAID	 	XBB.1.5	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-01-21	India / Gujarat / Vadodara		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/GJ-INSACOG-GBRC10224/2023	EPI_ISL_16743865	GISAID	 	XBB.2	Complete	29797	Low	30/0/NA/NA/NA	Homo sapiens	2023-01-19	India / Gujarat / Vadodara		2023-01-31		2023-02-04 00:55:18	2023-02-04 00:55:18
hCoV-19/India/KA-BMCRI-1164/2023	EPI_ISL_16746644	GISAID	 	XBB.2	Complete	29726	Low	116/0/NA/NA/NA	Homo sapiens	2023-01-07	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:25:25
hCoV-19/India/KA-BMCRI-1158/2023	EPI_ISL_16746804	GISAID	 	XBB.2	Complete	29726	Low	281/0/NA/NA/NA	Homo sapiens	2023-01-01	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:25:25
hCoV-19/India/KA-BMCRI-1162/2023	EPI_ISL_16746686	GISAID	 	BA.2.10.1	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-14	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:34:28
hCoV-19/India/KA-BMCRI-1159/2023	EPI_ISL_16746694	GISAID	 	XBB.1	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-18	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:34:28
hCoV-19/India/KA-BMCRI-1165/2023	EPI_ISL_16746643	GISAID	 	XBB.2	Complete	29726	Low	1654/0/NA/NA/NA	Homo sapiens	2023-01-09	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:25:25
hCoV-19/India/KA-BMCRI-1160/2023	EPI_ISL_16746690	GISAID	 	CH.1.1.1	Complete	29729	Low	1161/0/NA/NA/NA	Homo sapiens	2023-01-16	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:25:25
hCoV-19/India/KA-BMCRI-1167/2023	EPI_ISL_16746640	GISAID	 	XBB.2	Complete	29726	Low	868/0/NA/NA/NA	Homo sapiens	2023-01-03	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:25:25
hCoV-19/India/KA-BMCRI-1161/2023	EPI_ISL_16746688	GISAID	 	XBB.2	Complete	29726	Low	56/0/NA/NA/NA	Homo sapiens	2023-01-16	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:25:25
hCoV-19/India/KA-BMCRI-1166/2023	EPI_ISL_16746642	GISAID	 	XBB.1	Complete	29726	High	1/0/-/-/-	Homo sapiens	2023-01-13	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:34:28
hCoV-19/India/KA-BMCRI-1163/2023	EPI_ISL_16746645	GISAID	 	XBB.2	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-03	India / Karnataka		2023-02-01		2023-02-05 03:25:25	2023-02-05 03:34:28
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2567/2023	EPI_ISL_16823204	GISAID	 	BA.2	Complete	29731	High	0/0/-/-/-	Homo sapiens	2023-01-12	India / Tamil Nadu / Kanchipuram		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2623/2023	EPI_ISL_16823191	GISAID	 	XBB.1	Complete	29716	High	0/0/-/-/-	Homo sapiens	2023-01-13	India / Tamil Nadu		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2591/2023	EPI_ISL_16823199	GISAID	 	B.1.617.2	Complete	29783	High	0/0/-/-/-	Homo sapiens	2023-01-01	India / Tamil Nadu / Chennai		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2594/2023	EPI_ISL_16823214	GISAID	 	CH.1.1.3	Complete	29715	High	0/0/-/-/-	Homo sapiens	2023-01-22	India / Tamil Nadu / Chennai		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2658/2023	EPI_ISL_16823192	GISAID	 	B.1.617.2	Complete	29791	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Tamil Nadu		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2601/2023	EPI_ISL_16823210	GISAID	 	BA.2.10.1	Complete	29755	High	0/0/-/-/-	Homo sapiens	2023-01-04	India / Tamil Nadu / Coimbatore		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2592/2023	EPI_ISL_16823200	GISAID	 	BQ.1	Complete	29710	High	0/0/-/-/-	Homo sapiens	2023-01-01	India / Tamil Nadu / Chennai		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2654/2023	EPI_ISL_16823190	GISAID	 	BA.2	Complete	29711	High	0/0/-/-/-	Homo sapiens	2023-01-06	India / Tamil Nadu / Cuddalore		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2536/2023	EPI_ISL_16823202	GISAID	 	XBB.1.5	Complete	29712	High	0/0/-/-/-	Homo sapiens	2023-01-09	India / Tamil Nadu / Kanchipuram		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2531/2023	EPI_ISL_16823201	GISAID	 	XBB.2	Complete	29717	High	0/0/-/-/-	Homo sapiens	2023-01-03	India / Tamil Nadu / Coimbatore		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2607/2023	EPI_ISL_16823206	GISAID	 	BA.2.75.5	Complete	29712	High	0/0/-/-/-	Homo sapiens	2023-01-01	India / Tamil Nadu / Nilgiris		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2609/2023	EPI_ISL_16823189	GISAID	 	BA.2	Complete	29687	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Tamil Nadu / Chennai		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2652/2023	EPI_ISL_16823218	GISAID	 	BA.2.10.1	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-03	India / Tamil Nadu		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2537/2023	EPI_ISL_16823193	GISAID	 	XBB.1	Complete	29793	High	0/0/-/-/-	Homo sapiens	2023-01-07	India / Tamil Nadu / Chennai		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TN-ICMR-INSACOG-SPHL-2564/2023	EPI_ISL_16823196	GISAID	 	BA.2.10.1	Complete	29710	High	0/0/-/-/-	Homo sapiens	2023-01-20	India / Tamil Nadu / Chennai		2023-02-04		2023-02-07 04:10:01	2023-02-07 04:18:20
hCoV-19/India/TG-CDFD-MMG-531/2023	EPI_ISL_16827471	GISAID	 	XBB.1.5	Partial	28587	Low	2045/0/NA/NA/NA	Homo sapiens	2023-01-19	India / Telangana / Hyderabad		2023-02-06		2023-02-10 14:15:32	2023-02-10 14:15:32
hCoV-19/India/TG-CDFD-MMG-535/2023	EPI_ISL_16827474	GISAID	 	XAY.2	Complete	29690	High	0/0/-/-/-	Homo sapiens	2023-01-27	India / Telangana / Hyderabad		2023-02-06		2023-02-10 14:15:32	2023-02-10 14:27:53
hCoV-19/India/TG-CDFD-MMG-533/2023	EPI_ISL_16827473	GISAID	 	CH.1.1.1	Complete	29643	High	0/0/-/-/-	Homo sapiens	2023-01-26	India / Telangana / Hyderabad		2023-02-06		2023-02-10 14:15:32	2023-02-10 14:27:53
hCoV-19/India/TG-CDFD-MMG-537/2023	EPI_ISL_16827475	GISAID	 	BN.1.3.1	Complete	29591	Low	117/0/NA/NA/NA	Homo sapiens	2023-01-29	India / Telangana / Hyderabad		2023-02-06		2023-02-10 14:15:32	2023-02-10 14:15:32
hCoV-19/India/TG-CDFD-MMG-530/2023	EPI_ISL_16827470	GISAID	 	XBB.1.5	Complete	29632	Low	84/0/NA/NA/NA	Homo sapiens	2023-01-18	India / Telangana / Hyderabad		2023-02-06		2023-02-10 14:15:32	2023-02-10 14:15:32
hCoV-19/India/TG-CDFD-MMG-532/2023	EPI_ISL_16827472	GISAID	 	XBB.1.9	Complete	29649	High	0/0/-/-/-	Homo sapiens	2023-01-19	India / Telangana / Hyderabad		2023-02-06		2023-02-10 14:15:32	2023-02-10 14:27:53
hCoV-19/India/GJ-INSACOG-GBRC10236/2023	EPI_ISL_16847715	GISAID	 	XBB.1.5	Complete	29801	Low	228/0/NA/NA/NA	Homo sapiens	2023-01-30	India / Gujarat / Ahmedabad		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10231/2023	EPI_ISL_16847710	GISAID	 	BQ.1.13.1	Complete	29802	Low	36/0/NA/NA/NA	Homo sapiens	2023-01-25	India / Gujarat / Ahmedabad		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10234/2023	EPI_ISL_16847713	GISAID	 	BQ.1.8	Complete	29787	Low	490/0/NA/NA/NA	Homo sapiens	2023-01-24	India / Gujarat / Bharuch		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10238/2023	EPI_ISL_16847717	GISAID	 	BQ.1.1.6	Complete	29802	Low	33/0/NA/NA/NA	Homo sapiens	2023-01-31	India / Gujarat / Ahmedabad		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10239/2023	EPI_ISL_16847718	GISAID	 	BN.2	Complete	29802	Low	259/0/NA/NA/NA	Homo sapiens	2023-01-31	India / Gujarat / Ahmedabad		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10241/2023	EPI_ISL_16847720	GISAID	 	XBB.1	Complete	29801	Low	30/0/NA/NA/NA	Homo sapiens	2023-01-26	India / Gujarat / Surat		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10232/2023	EPI_ISL_16847711	GISAID	 	XBB.1.5	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-01-30	India / Gujarat / Ahmedabad		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10233/2023	EPI_ISL_16847712	GISAID	 	BN.2.1	Complete	29802	Low	572/0/NA/NA/NA	Homo sapiens	2023-01-30	India / Gujarat / Ahmedabad		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10235/2023	EPI_ISL_16847714	GISAID	 	XBB.1	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-01-28	India / Gujarat / Panchmahal		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10237/2023	EPI_ISL_16847716	GISAID	 	BA.2	Partial	29313	Low	4873/0/NA/NA/NA	Homo sapiens	2023-01-21	India / Gujarat / Chhota Udaipur		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10240/2023	EPI_ISL_16847719	GISAID	 	XBB.2	Complete	29766	Low	6269/0/NA/NA/NA	Homo sapiens	2023-01-31	India / Gujarat / Ahmedabad		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/GJ-INSACOG-GBRC10230/2023	EPI_ISL_16847709	GISAID	 	XBB.1	Complete	29758	Low	1873/0/NA/NA/NA	Homo sapiens	2023-01-10	India / Gujarat / Vadodara		2023-02-07		2023-02-10 14:15:47	2023-02-10 14:15:47
hCoV-19/India/TG-CDFD-MMG-539/2023	EPI_ISL_16913058	GISAID	 	XBB.1.9.1	Partial	28587	Low	4254/0/NA/NA/NA	Homo sapiens	2023-02-01	India / Telangana / Hyderabad		2023-02-13		2023-02-18 03:53:40	2023-02-18 03:53:40
