Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Singapore/R2MR20/2023	EPI_ISL_16483022	GISAID	 	CH.1.1.1	Complete	29739	High	0/3/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR21/2023	EPI_ISL_16482941	GISAID	 	XBB.1.1	Complete	29782	High	0/2/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR2/2023	EPI_ISL_16482962	GISAID	 	XBL	Complete	29831	High	0/5/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR22/2023	EPI_ISL_16483028	GISAID	 	CH.1.1.3	Complete	29829	High	0/0/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR23/2023	EPI_ISL_16483068	GISAID	 	BF.7.14	Complete	29822	High	0/0/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR24/2023	EPI_ISL_16482948	GISAID	 	XBB.1.2	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR25/2023	EPI_ISL_16483015	GISAID	 	BQ.1.1.31	Complete	29779	High	0/0/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR26/2023	EPI_ISL_16483008	GISAID	 	BQ.1.1	Complete	29826	High	0/2/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR27/2023	EPI_ISL_16482985	GISAID	 	BQ.1.2	Complete	29820	High	0/1/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR28/2023	EPI_ISL_16483085	GISAID	 	BA.5.2.49	Complete	29739	High	0/0/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR29/2023	EPI_ISL_16483074	GISAID	 	BF.5	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR30/2023	EPI_ISL_16482931	GISAID	 	XBF	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR31/2023	EPI_ISL_16483007	GISAID	 	BQ.1.1	Complete	29824	High	0/1/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR3/2023	EPI_ISL_16482976	GISAID	 	BQ.1.23	Complete	29827	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR32/2023	EPI_ISL_16483012	GISAID	 	BQ.1.1.32	Complete	29826	High	0/0/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR33/2023	EPI_ISL_16482975	GISAID	 	BQ.1.5	Complete	29814	High	0/1/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR34/2023	EPI_ISL_16483004	GISAID	 	BQ.1.1.32	Complete	29812	High	0/3/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR4/2023	EPI_ISL_16483010	GISAID	 	BQ.1.1	Complete	29783	High	0/2/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR5/2023	EPI_ISL_16482968	GISAID	 	XBB.1.2	Complete	29670	High	0/2/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR53/2023	EPI_ISL_16482969	GISAID	 	XBB.1	Complete	29672	High	6/6/-/-/-	Homo sapiens	2023-01-01	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR55/2023	EPI_ISL_16482937	GISAID	 	XBB.1.5	Complete	29736	High	0/0/-/-/-	Homo sapiens	2023-01-01	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR56/2023	EPI_ISL_16483098	GISAID	 	CM.8.1	Partial	29511	High	0/2/NA/NA/NA	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR57/2023	EPI_ISL_16483016	GISAID	 	BQ.1.1.32	Complete	29717	High	11/0/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR58/2023	EPI_ISL_16482996	GISAID	 	BQ.1.1.13	Complete	29671	High	1/1/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR59/2023	EPI_ISL_16482980	GISAID	 	BQ.1.23	Complete	29785	High	0/2/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR61/2023	EPI_ISL_16482963	GISAID	 	XBB.1.9	Complete	29784	High	0/7/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR6/2023	EPI_ISL_16483078	GISAID	 	BA.5.2.48	Complete	29828	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR62/2023	EPI_ISL_16483084	GISAID	 	BA.5.2.48	Partial	29807	Low	20/2/NA/NA/NA	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:08:52
hCoV-19/Singapore/R2MR63/2023	EPI_ISL_16482961	GISAID	 	XBB.1	Complete	29761	High	14/6/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR65/2023	EPI_ISL_16483077	GISAID	 	BA.5.2.1	Partial	29502	Low	468/9/NA/NA/NA	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:08:52
hCoV-19/Singapore/R2MR66/2023	EPI_ISL_16483054	GISAID	 	BN.1.2	Partial	29508	High	0/5/NA/NA/NA	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR68/2023	EPI_ISL_16483087	GISAID	 	BA.5.2	Complete	29699	High	0/1/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR69/2023	EPI_ISL_16483091	GISAID	 	BA.5.2.48	Partial	29496	Low	70/2/NA/NA/NA	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:08:52
hCoV-19/Singapore/R2MR70/2023	EPI_ISL_16483037	GISAID	 	CH.1.1.3	Partial	29836	Low	123/4/NA/NA/NA	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:08:52
hCoV-19/Singapore/R2MR71/2023	EPI_ISL_16483018	GISAID	 	BQ.1.1.14	Complete	29670	High	0/1/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR7/2023	EPI_ISL_16483003	GISAID	 	BQ.1.1.29	Complete	29820	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR72/2023	EPI_ISL_16483009	GISAID	 	BQ.1.18	Complete	29820	High	0/0/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR73/2023	EPI_ISL_16483075	GISAID	 	BA.5.2.43	Complete	29822	High	0/2/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR74/2023	EPI_ISL_16483053	GISAID	 	BN.1.2	Partial	29804	Low	70/1/NA/NA/NA	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:08:52
hCoV-19/Singapore/R2MR75/2023	EPI_ISL_16483088	GISAID	 	BA.5.2.48	Complete	29820	High	0/1/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR76/2023	EPI_ISL_16483072	GISAID	 	BF.7.14	Complete	29623	High	0/2/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR77/2023	EPI_ISL_16483047	GISAID	 	BN.1.3	Complete	29784	High	0/2/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR78/2023	EPI_ISL_16482989	GISAID	 	BQ.1.1.5	Complete	29813	High	0/3/-/-/-	Homo sapiens	2023-01-02	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR79/2023	EPI_ISL_16483060	GISAID	 	CL.1	Complete	29733	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR80/2023	EPI_ISL_16482957	GISAID	 	XBB.1.2	Complete	29816	High	0/5/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR81/2023	EPI_ISL_16483080	GISAID	 	BA.5.2.48	Complete	29794	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR8/2023	EPI_ISL_16483048	GISAID	 	BN.1.3	Complete	29814	High	0/2/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR82/2023	EPI_ISL_16482991	GISAID	 	BQ.1.1.18	Partial	29815	Low	62/0/NA/NA/NA	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:08:52
hCoV-19/Singapore/R2MR83/2023	EPI_ISL_16482932	GISAID	 	XBF	Complete	29828	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR84/2023	EPI_ISL_16483038	GISAID	 	BR.2.1	Complete	29776	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR85/2023	EPI_ISL_16483093	GISAID	 	BA.5.1	Complete	29815	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR86/2023	EPI_ISL_16483076	GISAID	 	BA.5.2.35	Complete	29745	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR87/2023	EPI_ISL_16483001	GISAID	 	BQ.1.1.32	Complete	29819	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR88/2023	EPI_ISL_16483067	GISAID	 	BF.7.14	Complete	29820	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR89/2023	EPI_ISL_16482993	GISAID	 	BQ.1.1.13	Complete	29812	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR90/2023	EPI_ISL_16483064	GISAID	 	BF.7	Complete	29824	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR91/2023	EPI_ISL_16483063	GISAID	 	BF.7.14	Complete	29828	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR9/2023	EPI_ISL_16483035	GISAID	 	CH.1.1.3	Partial	29838	Low	62/0/NA/NA/NA	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:08:52
hCoV-19/Singapore/R2MR92/2023	EPI_ISL_16483034	GISAID	 	CH.1.1.3	Complete	29829	Low	98/3/NA/NA/NA	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:08:52
hCoV-19/Singapore/R2MR93/2023	EPI_ISL_16483000	GISAID	 	BQ.1.1.31	Complete	29825	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR94/2023	EPI_ISL_16483021	GISAID	 	CH.3	Complete	29834	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR95/2023	EPI_ISL_16482954	GISAID	 	XBB.1	Complete	29802	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR96/2023	EPI_ISL_16482943	GISAID	 	XBB.1	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR97/2023	EPI_ISL_16482998	GISAID	 	BQ.1.1	Complete	29828	High	0/2/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR98/2023	EPI_ISL_16483039	GISAID	 	BN.1.4	Complete	29834	High	0/0/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR99/2023	EPI_ISL_16482978	GISAID	 	BQ.1.23	Complete	29824	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-15 22:08:52	2023-01-15 22:14:18
hCoV-19/Singapore/R2MR109/2023	EPI_ISL_16533896	GISAID	 	XBC.1	Complete	29862	High	0/1/-/-/-	Homo sapiens	2023-01-03	Singapore		2023-01-12		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R2MR153/2023	EPI_ISL_16533901	GISAID	 	BA.5.2.48	Complete	29699	High	0/5/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R2MR128/2023	EPI_ISL_16533898	GISAID	 	XBB.1.2	Complete	29809	High	0/4/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R2MR120/2023	EPI_ISL_16533897	GISAID	 	XBC.1.1	Complete	29722	Low	32/1/NA/NA/NA	Homo sapiens	2023-01-04	Singapore		2023-01-12		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR128/2023	EPI_ISL_16533943	GISAID	 	XBB.2.2	Complete	29827	High	0/1/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR111/2023	EPI_ISL_16533945	GISAID	 	BA.5.2.48	Complete	29822	High	0/0/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR36/2023	EPI_ISL_16533950	GISAID	 	CH.1.1.1	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR15/2023	EPI_ISL_16533906	GISAID	 	BN.1.3	Complete	29834	High	0/0/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR183/2023	EPI_ISL_16533911	GISAID	 	XBB.1.2	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR157/2023	EPI_ISL_16533910	GISAID	 	BN.1.3	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR114/2023	EPI_ISL_16533929	GISAID	 	BA.2.10.1	Complete	29832	High	0/3/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR167/2023	EPI_ISL_16533914	GISAID	 	BN.1.2	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR67/2023	EPI_ISL_16534046	GISAID	 	BQ.1.10	Complete	29819	Low	131/0/NA/NA/NA	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR171/2023	EPI_ISL_16533934	GISAID	 	XBB.1.2	Complete	29825	High	0/0/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR61/2023	EPI_ISL_16533912	GISAID	 	XBF	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR179/2023	EPI_ISL_16533913	GISAID	 	BN.1.3	Complete	29836	High	0/1/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR39/2023	EPI_ISL_16533939	GISAID	 	BN.1.3	Complete	29832	High	0/2/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR85/2023	EPI_ISL_16534036	GISAID	 	CM.8.1	Complete	29705	High	0/1/-/-/-	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR77/2023	EPI_ISL_16534080	GISAID	 	BN.1.2	Complete	29737	Low	369/6/NA/NA/NA	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR50/2023	EPI_ISL_16534041	GISAID	 	XBB.1	Complete	29796	High	0/4/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR27/2023	EPI_ISL_16534085	GISAID	 	BA.2.10.1	Complete	29818	Low	590/1/NA/NA/NA	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR82/2023	EPI_ISL_16534056	GISAID	 	XBB.1	Complete	29734	Low	88/1/NA/NA/NA	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR33/2023	EPI_ISL_16534083	GISAID	 	CM.8.1	Partial	29505	Low	234/6/NA/NA/NA	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR154/2023	EPI_ISL_16534047	GISAID	 	BQ.1.1.1	Complete	29780	Low	92/0/NA/NA/NA	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR181/2023	EPI_ISL_16534061	GISAID	 	BQ.1.23	Complete	29632	High	0/6/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR73/2023	EPI_ISL_16534068	GISAID	 	BF.7.14	Complete	29733	Low	167/6/NA/NA/NA	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR161/2023	EPI_ISL_16534063	GISAID	 	BF.7.14	Partial	29830	Low	34/3/NA/NA/NA	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR76/2023	EPI_ISL_16534064	GISAID	 	BQ.1.1.31	Complete	29803	Low	124/0/NA/NA/NA	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR147/2023	EPI_ISL_16534065	GISAID	 	CM.8.1	Partial	29834	Low	65/2/NA/NA/NA	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR87/2023	EPI_ISL_16534071	GISAID	 	CM.8.1	Partial	29511	High	0/0/NA/NA/NA	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR134/2023	EPI_ISL_16534069	GISAID	 	BN.1.1.1	Partial	29793	Low	37/5/NA/NA/NA	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR113/2023	EPI_ISL_16534070	GISAID	 	CM.8.1	Partial	29860	Low	78/2/NA/NA/NA	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR22/2023	EPI_ISL_16534076	GISAID	 	BN.1.2	Complete	29668	Low	152/2/NA/NA/NA	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:10:38
hCoV-19/Singapore/R4MR98/2023	EPI_ISL_16533904	GISAID	 	BN.1.1.1	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR107/2023	EPI_ISL_16534075	GISAID	 	CM.8.1	Partial	29483	High	0/3/NA/NA/NA	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR49/2023	EPI_ISL_16534077	GISAID	 	XBB.1	Partial	29485	High	4/5/NA/NA/NA	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR17/2023	EPI_ISL_16533915	GISAID	 	BM.1.1.4	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR95/2023	EPI_ISL_16533902	GISAID	 	BN.1	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR182/2023	EPI_ISL_16533907	GISAID	 	CH.1.1.3	Complete	29836	High	0/0/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR132/2023	EPI_ISL_16533908	GISAID	 	XBB.1.1	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR133/2023	EPI_ISL_16533905	GISAID	 	BN.1.2	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR185/2023	EPI_ISL_16533909	GISAID	 	CM.8.1	Complete	29836	High	0/2/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR119/2023	EPI_ISL_16533917	GISAID	 	BN.1.4	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR158/2023	EPI_ISL_16533918	GISAID	 	XBB.1.5	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR186/2023	EPI_ISL_16533919	GISAID	 	XBB.1.5	Complete	29827	High	0/2/-/-/-	Homo sapiens	2023-01-04	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR42/2023	EPI_ISL_16533916	GISAID	 	BN.1.3	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR55/2023	EPI_ISL_16534018	GISAID	 	XBB.1.1	Complete	29752	High	0/1/-/-/-	Homo sapiens	2023-01-09	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR172/2023	EPI_ISL_16533940	GISAID	 	BN.1.3	Complete	29837	High	0/1/-/-/-	Homo sapiens	2023-01-11	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
hCoV-19/Singapore/R4MR64/2023	EPI_ISL_16533941	GISAID	 	BN.1.3	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-01-10	Singapore		2023-01-17		2023-01-20 09:10:38	2023-01-20 09:20:40
